20190504,浦东,世博,昌里众盛苑 2室2厅 330万,330万,昌里众盛苑  | 2室2厅 | 66.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40413779-14f5-411e-8300-b5a30e142527.jpg.296x216.jpg
20190504,浦东,世博,上南十村 2室1厅 320万,320万,上南十村  | 2室1厅 | 59.15平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d3908540-7782-4462-b18b-80dc3d22e034.jpg.296x216.jpg
20190504,浦东,世博,轻工六里小区 2室1厅 310万,310万,轻工六里小区  | 2室1厅 | 63.02平米 | 东 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-85da51bf-9a73-40d4-ad12-59af21e89974.jpg.296x216.jpg
20190504,浦东,世博,世博好房 边套带窗 两房婚房装修,298万,上南五村  | 2室1厅 | 52.1平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b9a3b97e-d807-4393-a24b-a31da5dfbc20.jpg.296x216.jpg
20190504,浦东,世博,上钢四村 1室1厅 230万,230万,上钢四村  | 1室1厅 | 40.39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2bbe0ecc-c875-4f2b-be32-79d5e189e83f.jpg.296x216.jpg
20190504,浦东,世博,上南八村 2室0厅 249万,249万,上南八村  | 2室0厅 | 46.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e9489221-4525-4f38-985f-0859ec3dc41a.jpg.296x216.jpg
20190504,浦东,世博,昌五小区 1室1厅 210万,210万,昌五小区  | 1室1厅 | 42.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7b409f5f-608e-4b7d-9b45-a2a1953a2682.png.296x216.jpg
20190504,浦东,世博,六里二村 1室1厅 170万,170万,六里二村  | 1室1厅 | 36.72平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-25fa9282-6edb-4e76-b583-7ac19d9f1836.png.296x216.jpg
20190504,浦东,世博,德州二村 1室1厅 220万,220万,德州二村  | 1室1厅 | 38.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-12f5fc6e-071e-48f8-b0c7-9e6bab823447.png.296x216.jpg
20190504,浦东,世博,德州五村 1室1厅 220万,220万,德州五村  | 1室1厅 | 42.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-898a6551-5885-477b-a692-b35ab489d3bf.jpg.296x216.jpg
20190504,浦东,世博,齐二小区 1室1厅 220万,220万,齐二小区  | 1室1厅 | 42.91平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b25b65cc-ae30-46ad-b2b9-fd3f01a6cb54.jpg.296x216.jpg
20190504,浦东,世博,德州四村 1室1厅 200万,200万,德州四村  | 1室1厅 | 37.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0ee7fded-fd3f-4283-9318-03cff09ec138.jpg.296x216.jpg
20190504,浦东,世博,浦三路732弄 1室1厅 195万,195万,浦三路732弄  | 1室1厅 | 35.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-97bd20b2-77e0-4a72-907c-981517e111f1.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 1室1厅 185万,185万,昌四小区  | 1室1厅 | 36.47平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8c4d43c7-0494-4c83-90be-b6636fc54d44.png.296x216.jpg
20190504,浦东,世博,6/7/8/13四条交通地铁，精装拎包入住，南北通,210万,上南四村  | 1室1厅 | 34.16平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9ebb0e9e-b439-4948-90f3-26095db072ea.png.296x216.jpg
20190504,浦东,世博,齐二小区 2室1厅 285万,285万,齐二小区  | 2室1厅 | 59.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-26611ee3-c666-47c8-93ac-8947f9864b06.png.296x216.jpg
20190504,浦东,世博,六里二村 2室0厅 280万,280万,六里二村  | 2室0厅 | 56平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-024a1222-4dfd-4282-81d7-28abda3e8f3c.jpg.296x216.jpg
20190504,浦东,世博,中间楼层 精装修两年 小区位置好 出行方便,183万,德州四村  | 1室0厅 | 31.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1c41f9f0-5c1b-4e17-9c36-d16abb235f76.png.296x216.jpg
20190504,浦东,世博,上南二村 1室0厅 213万,213万,上南二村  | 1室0厅 | 34.2平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-02b4d14b-a1db-4bd6-9149-935f072d9621.png.296x216.jpg
20190504,浦东,世博,七号线长清路一室户，楼层低，总价低，税费少.,170万,德州四村  | 1室1厅 | 30.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-4047d718-00cd-4df7-8a9b-c1e382b1d58e.png.296x216.jpg
20190504,浦东,世博,地铁7号线杨高南路，小区环境好安静优雅，价格低,240万,六里二村  | 2室1厅 | 43.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-48dc55e7-6d9e-4d67-978b-8ca9b10585f3.jpg.296x216.jpg
20190504,浦东,世博,中间楼层一室户 总价低 近地铁 满足您出行方便,184万,德州二村  | 1室0厅 | 31.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-769aa190-2e13-4dad-aa9d-457b1391da05.jpg.296x216.jpg
20190504,浦东,世博,此房楼栋位置好，视野开阔，配套设施齐全，交通便利,188万,上南五村  | 1室1厅 | 31.17平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fcb4620f-dfa5-4adf-9a73-dd3bc75754e6.jpg.296x216.jpg
20190504,浦东,世博,昌五小区 1室1厅 202万,202万,昌五小区  | 1室1厅 | 37.22平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d63c1353-d81c-42c3-b9a9-968774bbdc80.png.296x216.jpg
20190504,浦东,世博,业主诚意售，小区内环位置，采光效果好，，，,185万,昌五小区  | 1室1厅 | 37.74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-aa19fb3a-3da2-4883-bd2f-8e1123831214.png.296x216.jpg
20190504,浦东,世博,上钢五村 1室1厅 190万,190万,上钢五村  | 1室1厅 | 33.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-debc8b69-9292-4959-acda-27c3b24bdd43.png.296x216.jpg
20190504,浦东,世博,上钢十村，闹中取静，邻近7/13号线，门口有公交总站,180万,上钢十村  | 1室1厅 | 31.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a9b10d5b-8415-456e-a0a9-ef4ee1735332.png.296x216.jpg
20190504,浦东,世博,地铁一室户，业主诚意出售，近地铁7/13号线长清路,199万,上钢十村  | 1室0厅 | 35.15平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-86d47609-c99a-418d-8a37-60455f1ebd09.png.296x216.jpg
20190504,浦东,世博,满五唯一，业主诚意出售，一室一厅居住舒适,260万,齐河花苑  | 1室1厅 | 50.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-de2e1471-c6f6-4577-b404-89d19e0d361e.png.296x216.jpg
20190504,浦东,世博,浦三路732弄 1室1厅 195万,195万,浦三路732弄  | 1室1厅 | 37.19平米 | 东 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-44ea218c-22c7-4a91-9292-9ae49bcfb20c.png.296x216.jpg
20190504,浦东,世博,六里二村 1室1厅 190万,190万,六里二村  | 1室1厅 | 36.2平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-cb3a03c2-8b5c-4f67-be9b-980d790046d3.png.296x216.jpg
20190504,浦东,世博,上钢一村 2室0厅 300万,300万,上钢一村  | 2室0厅 | 54.68平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3d136304-480b-4bbb-b005-7021e9570e96.jpg.296x216.jpg
20190504,浦东,世博,齐河花苑 1室1厅 298万,298万,齐河花苑  | 1室1厅 | 52.42平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8ed98d8f-d513-4ec3-a5fd-d59a3f239408.jpg.296x216.jpg
20190504,浦东,世博,7号线精装一房，看房方便，户型方正，布局合理,190万,上南五村  | 1室1厅 | 29.63平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dd30936b-ad77-4fca-867d-2df1e0882bed.jpg.296x216.jpg
20190504,浦东,世博,德州四村 1室0厅 165万,165万,德州四村  | 1室0厅 | 32.49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c9d44536-d199-45e4-861f-e4d6e49983a8.jpg.296x216.jpg
20190504,浦东,世博,世博板块 精装两房 地铁8/13号线地铁  可以直接入住,350万,上南九村  | 2室1厅 | 60.89平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ff30fd6e-ac1a-42d4-9464-61d49325707d.jpg.296x216.jpg
20190504,浦东,世博,精装一房 近6/7号线高科西路站 满五年唯一,198万,齐二小区  | 1室1厅 | 40.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/test-fe271d10-93d7-40a3-80a9-90a68bdf5c2b.png.280x210.jpg
20190504,浦东,世博,齐二小区 2室1厅 344万,344万,齐二小区  | 2室1厅 | 56.76平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-57354ce5-7b48-4fac-8285-49261ac2378c.jpg.296x216.jpg
20190504,浦东,世博,德州五村 1室1厅 280万,280万,德州五村  | 1室1厅 | 59.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-58bb2862-af33-442a-9b9f-e27f4531ae8a.jpg.296x216.jpg
20190504,浦东,世博,上南六村 2室1厅 350万,350万,上南六村  | 2室1厅 | 52.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-84a4347e-a6a9-4b73-8aa6-51deb41e9ce8.jpg.296x216.jpg
20190504,浦东,世博,齐二小区 1室1厅 185万,185万,齐二小区  | 1室1厅 | 40.01平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9300f3ee-7c58-4a0f-bba6-447cb78b0152.jpg.296x216.jpg
20190504,浦东,世博,东盛公寓 3室1厅 564万,564万,东盛公寓  | 3室1厅 | 95.82平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-578fc4bb-88de-4447-9e37-93154417d7df.png.296x216.jpg
20190504,浦东,世博,上南六村 1室0厅 186万,186万,上南六村  | 1室0厅 | 29.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3aff3168-efae-4ce6-95e0-3cb8a52968a4.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(三期)(浦东) 2室2厅 580万,580万,新世纪花苑(三期)(浦东)  | 2室2厅 | 97.03平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170408/0c2f4645-5c57-4ece-9a42-e3d616116de1.jpg.296x216.jpg
20190504,浦东,世博,房子是满五年唯一，没有个税，南北户型，99年商品房。,480万,新世纪花苑(二期)(浦东)  | 2室1厅 | 77.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171025/cb16fb5c-5453-4ecf-b1d4-0fbb6374c338.jpg.296x216.jpg
20190504,浦东,世博,满五唯一  全明户型 电梯双南两房   2011年次新小区,670万,逸翠公馆  | 2室1厅 | 93.11平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161029/f2ffd3bb-e89c-44a1-b8db-e41567f7f8a4.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 1室1厅 240万,240万,新世纪花苑(二期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170302/c4329ae4-5c26-406c-988b-1f1b87cd0cb8.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(一期)(浦东) 2室1厅 320万,320万,新世纪花苑(一期)(浦东)  | 2室1厅 | 67.3平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170404/5566404e-cbaf-4dad-bf90-49ad7522b290.jpg.296x216.jpg
20190504,浦东,世博,精装修低总价低单价边套明窗南北两房业主置换到价签字,340万,新世纪花苑(二期)(浦东)  | 2室1厅 | 64.16平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170818/ad17a378-e798-4762-bc61-7f9fa117a913.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑三期，错层南北三房，业主精装修自住,760万,新世纪花苑(三期)(浦东)  | 3室2厅 | 118.29平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171015/8fdeb2bb-9172-4c17-899d-160fdc56e1c3.jpg.296x216.jpg
20190504,浦东,世博,满五唯一税费少，顶楼带阁楼，南北通风户型，诚意出售,830万,新昌里公寓  | 3室2厅 | 122.16平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170603/ddbca216-616b-4459-9a64-fb4dd549d5cf.jpg.296x216.jpg
20190504,浦东,世博,此房满五唯一免个税，一梯两户商品房。,860万,洪山花苑  | 3室2厅 | 131.56平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170723/d2e78dfc-5a11-44f1-8013-608a4b96da9a.jpg.296x216.jpg
20190504,浦东,世博,齐七小区 1房 97年环境好 6号线东明路站 诚心出售,237万,齐七小区  | 1室1厅 | 41.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160724/3ba7ce29-6c32-4fe9-b7b3-09ff25189cb6.jpg.296x216.jpg
20190504,浦东,世博,600万一口价，只在链家出售同业勿扰，满五唯一，3楼,590万,紫竹馨苑  | 2室2厅 | 89.31平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ee2ec7b6-e74c-44a2-b2b4-25edf5440fd0.jpg.296x216.jpg
20190504,浦东,世博,昌里众盛苑 2室2厅 580万,580万,昌里众盛苑  | 2室2厅 | 94.91平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170113/24dddd84-4a87-461f-a490-6075740c39a9.jpg.296x216.jpg
20190504,浦东,世博,精装修带小院，价格看中可谈，诚意出售,380万,历城路20弄  | 2室1厅 | 57平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171106/0629a260-1f3e-4fb0-8104-6425a2697813.jpg.296x216.jpg
20190504,浦东,世博,2000年精装 全明户型正气 小区绿化高 地理位置优越,890万,上南花苑(三期)  | 3室2厅 | 142.19平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload475bf02a-1137-4d58-acf6-9668278aa965.JPG.296x216.jpg
20190504,浦东,世博,世博宽敞大三房，错层设计，三个阳台，7.8.13三线轨交,770万,新世纪花苑(三期)(浦东)  | 3室2厅 | 124.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160903/22ca8fdb-029f-4c46-b237-0e9762015b52.jpg.296x216.jpg
20190504,浦东,世博,上钢四村 2室1厅 325万,325万,上钢四村  | 2室1厅 | 54.51平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160806/3758d962-460a-4a5f-affd-14406957ebdd.jpg.296x216.jpg
20190504,浦东,世博,万科品质+人车分流+地铁6号线东明路站300米+诚心出售,800万,万科金色城品  | 2室2厅 | 101.43平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/00189e9d-6858-4526-a4e6-7c0011507ed2.jpg.296x216.jpg
20190504,浦东,世博,上南花城 3室2厅 1050万,1050万,上南花城  | 3室2厅 | 143.01平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/1ae027a8-c8d9-4bf5-8fd2-49e0d083a14c.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(一期)(浦东) 1室1厅 263万,263万,新世纪花苑(一期)(浦东)  | 1室1厅 | 50.85平米 | 暂无数据 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160903/cacc22cc-77e4-4c34-9834-eb29bcd373df.jpg.296x216.jpg
20190504,浦东,世博,红莲小区，带电梯，采光好，诚意出售。,430万,红莲小区  | 2室1厅 | 86.85平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160611/1a7c923c-9224-4eca-80cc-6b24502e4b49.jpg.296x216.jpg
20190504,浦东,世博,近67号线高科西路站 7号线杨高南路站 满五年唯一房主自荐,315万,六里二村  | 2室1厅 | 64.25平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/5ae6e94b-2f10-4896-a01b-59b1c666b897.jpg.296x216.jpg
20190504,浦东,世博,上南五村 3室1厅 550万,550万,上南五村  | 3室1厅 | 109.33平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160223/500999ec-3498-4791-877f-ed1a90c5c813.jpg.296x216.jpg
20190504,浦东,世博,展峰大楼 2室1厅 380万,380万,展峰大楼  | 2室1厅 | 67.86平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/fcb9afb6-22e7-41cb-ba8b-8f81f3b84fc7.JPG.296x216.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 2室1厅 400万,400万,新世纪花苑(二期)(浦东)  | 2室1厅 | 67.68平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160701/514fc2f4-4043-46d1-a702-1182abb4d5e2.jpg.296x216.jpg
20190504,浦东,世博,上南十一村 1室1厅 230万,230万,上南十一村  | 1室1厅 | 42.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170905/845694cc-071b-49a4-9a91-9996608a42e4.jpg.296x216.jpg
20190504,浦东,世博,户型好   房东诚心出售   看房方便,670万,上南花苑一期  | 3室2厅 | 113.57平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170825/e633228c-17d0-4a96-8901-9c4565fdb22a.jpg.296x216.jpg
20190504,浦东,世博,品质小区环境优雅 地铁近 房龄新 户型正气带25平花园,820万,住友昌盛新苑  | 2室2厅 | 111.09平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170827/bdb2e62f-34c4-4643-bc42-c8505444c2fd.jpg.296x216.jpg
20190504,浦东,世博,南北通透   采光好   近7,8号耀华站   顶楼带阁楼,1000万,上南花城  | 3室2厅 | 143.01平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/318ebfc3-24f1-4166-becf-143fc14f0ff0.JPG.296x216.jpg
20190504,浦东,世博,上南花苑一期 3室2厅 540万,540万,上南花苑一期  | 3室2厅 | 96.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170909/055633a6-3973-407f-9d40-e3d0c672a50d.jpg.296x216.jpg
20190504,浦东,世博,上南花城 2室2厅 750万,750万,上南花城  | 2室2厅 | 98.38平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7ca9c234-a37c-4df4-9b35-cec80b9a2cc6.JPG.296x216.jpg
20190504,浦东,世博,产权车位，满五年唯一省个税14万 精装带地暖，景观,730万,凯德嘉博名邸  | 2室2厅 | 90.14平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ff1ee8b0-6124-470c-a70c-07c099e295c7.jpg.296x216.jpg
20190504,浦东,世博,云台一小区 1室1厅 235万,235万,云台一小区  | 1室1厅 | 41.04平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160319/b9fee705-7eb7-4c48-ab42-b5d593552d31.jpg.296x216.jpg
20190504,浦东,世博,13年品质小区  有产权车位   带地暖  景观房房主自荐,1180万,凯德嘉博名邸  | 3室2厅 | 144.5平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload83ec37eb-6b1c-4cb7-8513-61d3c7b61d0f.jpg.296x216.jpg
20190504,浦东,世博,昌里花园(三期) 2室2厅 790万,790万,昌里花园(三期)  | 2室2厅 | 96.34平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171126/0d1415ad-2887-44b2-91a0-88da122e4435.jpg.296x216.jpg
20190504,浦东,世博,全明户型，采光充足，通风好，价格可谈，诚意出售,236万,上南十村  | 1室1厅 | 45.43平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1cab96c2-a87c-4c3f-9196-0c18533be5bb.JPG.296x216.jpg
20190504,浦东,世博,上钢一村 一房一厅 居家装修 南北通风好,325万,上钢一村  | 1室1厅 | 53.68平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161022/40e1bd05-cb0c-48b4-8546-30c6adc96dd9.jpg.296x216.jpg
20190504,浦东,世博,楼层佳 采光好双南户型 配套成熟,296万,上南二村  | 2室1厅 | 48.44平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/ccf7e1d9-86a3-485a-b247-978c475dde69.JPG.296x216.jpg
20190504,浦东,世博,德州七村+一梯两户边套+精装修两年拎包入住+采光好,215万,德州七村  | 1室1厅 | 43.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/784ee4fa-27a6-45fa-8a7d-26fc291dcd27.JPG.296x216.jpg
20190504,浦东,世博,世博板块，两房一卫一厅，后滩商品房，7,13号线轨交,580万,新世纪花苑(三期)(浦东)  | 2室1厅 | 98平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20180107/816b286c-c6c4-4c81-a666-8a8324d4a3bd.jpg.296x216.jpg
