20190504,浦东,川沙,两房朝南 厅采光明亮 中等装修  位置好 楼层佳,215万,南桥小区  | 2室1厅 | 64.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ecf3016d-2510-4b6d-9cbf-627bd8ea087b.jpg.296x216.jpg
20190504,浦东,川沙,天和湖滨家园(公寓) 2室2厅 320万,320万,天和湖滨家园(公寓)  | 2室2厅 | 97.73平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170213/4c3276ef-30ee-4cc3-9b07-30fca102fa14.jpg.296x216.jpg
20190504,浦东,川沙,四楼精装，诚心出售，房型方正，南北通透,535万,新川苑  | 3室2厅 | 150.35平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171007/1b9e250e-b43d-4d36-a2ab-3b8e6bdc6e55.jpg.296x216.jpg
20190504,浦东,川沙,龙馨华庭 2室2厅 300万,300万,龙馨华庭  | 2室2厅 | 100平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/ee9b1dee-a672-4b19-9017-00aab7403430.jpg.296x216.jpg
20190504,浦东,川沙,万馨佳园 1室1厅 265万,265万,万馨佳园  | 1室1厅 | 54.94平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170618/f98f5064-0e29-4679-bdb6-48d4df35e0e1.jpg.296x216.jpg
20190504,浦东,川沙,运通路728弄 景观楼层 小区位置好 房东诚意出售 急卖,192万,运通路728弄  | 2室1厅 | 73.39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170107/a94529fe-eccf-4419-98ed-6094dcb2e06e.jpg.296x216.jpg
20190504,浦东,川沙,位置好！满五唯一！南北两房客厅大落地窗，全明户型！,245万,绿海家园  | 2室1厅 | 67平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171106/4ff31fd4-f6cb-4307-ac6f-687489f60295.jpg.296x216.jpg
20190504,浦东,川沙,观lan 5.3小区花园旁 南北通透 看房预约,540万,贝越河滨雅筑  | 3室2厅 | 127.5平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/8d44ef9d-33fc-412e-8f65-c474ea1612e5.jpg.296x216.jpg
20190504,浦东,川沙,合欢公寓 2室2厅 350万,350万,合欢公寓  | 2室2厅 | 89.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170404/ee7055f4-fb14-4fa3-b824-8e604a03f627.jpg.296x216.jpg
20190504,浦东,川沙,桃园公寓  近2号线  配套齐全  楼层佳 近百联,340万,桃园公寓(川沙)  | 3室2厅 | 105.68平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a9e58091-2eea-4725-bd79-496ad994ff90.jpg.296x216.jpg
20190504,浦东,川沙,桃园公寓 大三房 好楼层 好位置 看房方便,390万,桃园公寓(川沙)  | 3室2厅 | 128.02平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7b738df8-0a7b-47be-af76-526bf0a3b7c4.jpg.296x216.jpg
20190504,浦东,川沙,川沙唯一电梯复式  满五唯一  税少,453万,玉兰苑(川沙)  | 3室2厅 | 129平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170212/f3ce6e61-b8d0-49aa-931f-d082922e969e.jpg.296x216.jpg
20190504,浦东,川沙,南北通透  户型正气  2008年建造 一房朝南 一房朝北,365万,舒馨北苑  | 2室2厅 | 83.03平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170809/6e8af10a-6e8b-42b1-ae24-2f789dd345df.jpg.296x216.jpg
20190504,浦东,川沙,精装两居轨道沿线超 房东诚意出售,340万,妙境公寓  | 2室2厅 | 105.65平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170730/a3a812b3-51b0-429a-942f-4f4dea1ea96d.jpg.296x216.jpg
20190504,浦东,川沙,龙馨华庭 3室2厅 390万,390万,龙馨华庭  | 3室2厅 | 129.49平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160620/c3e50375-35d3-450c-857e-7280d95f75e4.jpg.296x216.jpg
20190504,浦东,川沙,别墅品质小区，新房龄小区位置好，精装修，价格可谈,800万,金象华庭  | 5室2厅 | 192.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload43966d2b-40a6-490e-9a1f-70734530b76d.jpg.296x216.jpg
20190504,浦东,川沙,此房有阁楼可单独住人使用 房东诚意出售,380万,界龙花苑  | 3室2厅 | 107.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4f600a91-b75d-44a5-9cb9-4497237e114d.jpg.296x216.jpg
20190504,浦东,川沙,新川路300弄 2室1厅 330万,330万,新川路300弄  | 2室1厅 | 131.67平米 | 西北 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170419/70892d0f-9528-4ce8-b1a6-a5e6044dc94b.jpg.296x216.jpg
20190504,浦东,川沙,施湾99年商品房 航城园 三房两位户型,280万,航城园  | 3室2厅 | 116.83平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161112/fe370455-e1db-498f-b4ef-ced1ee3d10a1.jpg.296x216.jpg
20190504,浦东,川沙,新德佳苑 3室2厅 490万,490万,新德佳苑  | 3室2厅 | 118.02平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160924/ecac6792-2982-4f5a-9650-b6c6158adb6c.jpg.296x216.jpg
20190504,浦东,川沙,舒馨北苑 2007年 业主诚心出售,260万,舒馨北苑  | 1室1厅 | 52.35平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cf5a3050-8e6a-4ed9-bcdd-6c8f89df8329.jpg.296x216.jpg
20190504,浦东,川沙,精装朝南两房，二楼上下方便，小区中间位置，满五唯一,250万,曙光南桥小区  | 2室1厅 | 68平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4115ce5b-6bfb-4043-95e2-37d02fe1da97.jpg.296x216.jpg
20190504,浦东,川沙,河滨小区 满五唯一 楼层好 采光好,185万,河滨小区  | 2室1厅 | 49.74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170916/e742711e-8b63-49f3-8319-46b779c90e24.jpg.296x216.jpg
20190504,浦东,川沙,瀚龙苑  中环唐黄路出口  配套全 交通便捷,420万,瀚龙苑  | 3室2厅 | 117.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c77da285-f16f-48ed-ac57-8a0d66b3e6be.jpg.296x216.jpg
20190504,浦东,川沙,一手动迁地铁2号线华夏东路站468米精装三房,450万,晴川佳苑  | 3室2厅 | 104平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170810/69095b38-9e31-4641-ad81-8967aedce6a2.jpg.296x216.jpg
20190504,浦东,川沙,南北通三房 人车分流 品牌开发商精装交付 看中可谈,468万,阳光城愉景湾  | 3室2厅 | 90平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload015a84ba-d461-4d38-b38a-a9cb7a4f6f98.jpg.296x216.jpg
20190504,浦东,川沙,申华公寓 2室1厅 380万,380万,申华公寓  | 2室1厅 | 99.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160905/2d60108a-6cfc-48f5-bc08-496de2e51fda.jpg.296x216.jpg
20190504,浦东,川沙,金顺家园房子单价低刚需可选小区看房随时预约,260万,金顺佳苑  | 3室2厅 | 104.72平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170530/f91ad51a-42f1-4e4e-94a3-edc5556fd4ba.jpg.296x216.jpg
20190504,浦东,川沙,上下三层联排别墅 带阁楼 采光好 交通便利  诚心出售,998万,华夏金桂苑(别墅)   | 联排别墅 | 7室2厅 | 258平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/ab53212f-b98b-4e99-b856-a1dace00b918.jpg.296x216.jpg
20190504,浦东,川沙,高档小区凯佳公寓，一楼带地下室，可做复式房,830万,凯佳公寓  | 6室2厅 | 270平米 | 南 | 简装,https://image1.ljcdn.com/310000-inspection/6c4a45d4-e86d-4688-809e-78bfaa123aa0.jpg.296x216.jpg
20190504,浦东,川沙,黄楼花苑 2室1厅 250万,250万,黄楼花苑  | 2室1厅 | 76.47平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d575b2ac-e5c1-4b41-afa0-702d937f5f30.jpg.296x216.jpg
20190504,浦东,川沙,让一家欢聚的余音绕梁，精致户型--享受无限阳关生活！,550万,妙城公寓  | 3室2厅 | 138.82平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20180127/aa354c70-4b48-446e-9778-747d3e3fdb4a.jpg.296x216.jpg
20190504,浦东,川沙,02年次新房  精装修大三房  满五年 楼层好 诚心出售,490万,水景豪园  | 3室2厅 | 134.42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d44c510b-15b5-4e6a-9f8b-4b5606238409.jpg.296x216.jpg
20190504,浦东,川沙,鼎鑫名流苑  好房，交通方便，厨卫全明，可随时看房.,570万,鼎鑫名流世家  | 3室2厅 | 134.29平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160307/2a69743c-da36-41f3-8d28-ceca09e29bbc.jpg.296x216.jpg
20190504,浦东,川沙,华沙二村 5室3厅 520万,520万,华沙二村  | 5室3厅 | 113平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b9d9a5f4-a182-42fd-88f5-62582554c4e7.jpg.296x216.jpg
20190504,浦东,川沙,界龙花苑 完善的配套设施 采光好 房东诚意出售,370万,界龙花苑  | 2室1厅 | 78.73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload502026c8-60c9-407e-937e-1cd9d15e5d6a.jpg.296x216.jpg
20190504,浦东,川沙,华夏金桂苑(别墅) 4室2厅 965.19万,965.2万,华夏金桂苑(别墅)   | 联排别墅 | 4室2厅 | 258.37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c5663ae4-c4f4-451a-8eb1-d20260567649.jpg.296x216.jpg
20190504,浦东,川沙,沙田公寓 2室1厅 300万,300万,沙田公寓  | 2室1厅 | 70.79平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170416/cca546df-39fd-4a19-a629-79c42558c91b.jpg.296x216.jpg
20190504,浦东,川沙,西泥路小区 2室1厅 225万,225万,西泥路小区  | 2室1厅 | 68.68平米 | 东 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170402/0f51c0e9-8040-47b6-a47c-84329ea96801.jpg.296x216.jpg
20190504,浦东,川沙,降价了！！合欢公寓  2号线华夏东路5号口  99年,480万,合欢公寓  | 3室2厅 | 128.99平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170607/55e50bb9-692b-4002-a72c-bc88544923cb.jpg.296x216.jpg
20190504,浦东,川沙,6楼带阁楼，户型正气，产权清晰，毛坯房可随意装修,230万,海霞佳苑  | 2室2厅 | 83.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b7da0823-0c45-4461-bd54-1dbafc922392.jpg.296x216.jpg
20190504,浦东,川沙,近2号线地铁，近川沙百联，南北户型，带天井,300万,妙境二村  | 2室1厅 | 85.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/83f748a5-6429-4c0b-ac4d-7b7ee92323ac.jpg.296x216.jpg
20190504,浦东,川沙,玉宇新苑2009 年商品房，电梯房，满五唯一，诚心售,670万,玉宇新苑  | 3室2厅 | 241.88平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170813/4913e42a-9d70-415f-b576-073c1aa6dc9a.jpg.296x216.jpg
20190504,浦东,川沙,满五唯一、67平大两房、急售、看房随时,220万,城西小区  | 2室1厅 | 67.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bec122f7-90fa-4d12-96f3-d2576e8d38ec.jpg.296x216.jpg
20190504,浦东,川沙,盛世联奕苑 一室一厅 150万,150万,盛世联弈苑  | 1室1厅 | 49.52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/50765baa-7936-416d-a19e-de15c3d86de2.jpg.296x216.jpg
20190504,浦东,川沙,2000年商品房，南门川中，两个红绿灯到地鉄站，急卖,410万,王桥苑  | 3室2厅 | 112.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/27765b83-99c1-4a94-9dca-f788a72ec36a.jpg.296x216.jpg
20190504,浦东,川沙,户型正气 南北通户型 总价低 适合刚需客户群 交通便利,335万,瀚龙苑  | 2室2厅 | 92.89平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170723/49c78f7d-bbd6-4cfe-aef0-212b5c6e0b6e.jpg.296x216.jpg
20190504,浦东,川沙,此房04年的商品房  精装修  交通方便,635万,绿海家园  | 4室2厅 | 182.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9e44e2f6-8151-4518-af32-8c9f80f58eac.jpg.296x216.jpg
20190504,浦东,川沙,东亚起航公馆，16年商品房小区，居住舒适，安全无忧。,273万,东亚启航公馆  | 2室1厅 | 79平米 | 南 | 毛坯,https://image1.ljcdn.com/shfdfs-image/20171109/4430dd05-23d5-4803-a05b-fbd4e928bed9.jpg.296x216.jpg
20190504,浦东,川沙,临园小区小两房地铁100米房东诚心出售,195万,临园小区  | 2室1厅 | 61平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170409/e6b81be0-b45f-4f39-af57-1e2387309f54.jpg.296x216.jpg
20190504,浦东,川沙,川沙总价低房源，园西，交通便利，川沙站口,190万,园西小区  | 2室1厅 | 47.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload24859e1b-4c15-476b-80fd-0b648c488421.jpg.296x216.jpg
20190504,浦东,川沙,临河小区 4室1厅 255万,255万,临河小区  | 4室1厅 | 75.32平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170428/09344590-71aa-42ea-96f9-8da535c52e13.jpg.296x216.jpg
20190504,浦东,川沙,晨阳小区75平+南北通透户型+卧室一南一北+精装修,205万,晨阳小区  | 2室1厅 | 74平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/abc02717-5264-4ac8-ade7-73c82d0cb2ab.jpg.296x216.jpg
20190504,浦东,川沙,瀚龙苑 06年商品房 配套丰富 交通便利  精装靠河景观,480万,瀚龙苑  | 4室2厅 | 121.08平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6d6e68af-5bfc-4bd7-8f81-cc86bd5aabae.jpg.296x216.jpg
20190504,浦东,川沙,施湾精装两房     房龄新     装修好,258万,施镇公寓  | 2室1厅 | 75.21平米 | 南 | 其他,https://image1.ljcdn.com/310000-inspection/5aba3329-945f-460e-9304-b93c484bfffc.jpg.296x216.jpg
20190504,浦东,川沙,川沙户型正气好房源，园西，电梯房,530万,妙城公寓  | 3室2厅 | 144.2平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171119/49e3cc5e-cb7d-4c4b-b2ef-294b178af784.jpg.296x216.jpg
20190504,浦东,川沙,地铁口，二号线华夏东路地铁站100米，2000年房龄,530万,金磊苑  | 3室2厅 | 132.37平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2bef9992-e18b-4fa9-97a8-44df3993551a.jpg.296x216.jpg
20190504,浦东,川沙,顶楼带阁楼，满五唯一，拎包入住房源.,550万,绿海家园  | 6室3厅 | 197平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d9f5f59d-638f-4fc2-b5df-5ece15b51120.jpg.296x216.jpg
20190504,浦东,川沙,华港花园 2室2厅 400万,400万,华港花园  | 2室2厅 | 101.04平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bfa66704-5305-4752-82e7-48ce46d494b0.jpg.296x216.jpg
20190504,浦东,川沙,绿海家园 3室2厅 500万,500万,绿海家园  | 3室2厅 | 128.51平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/4eb6fd66-28d9-46d6-bdb0-5324c72e88da.jpg.296x216.jpg
20190504,浦东,川沙,城南小区 楼层好 采光好交通便利,255万,城南小区  | 2室2厅 | 65.55平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171022/7bd54fbc-d4b4-4cbb-93a8-d0f137217ed4.jpg.296x216.jpg
20190504,浦东,川沙,临河小区 满五年唯一，朝南两房，精装修，拎包入住,230万,临河小区  | 2室1厅 | 64.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/3c6a7c95-fbb7-4fd6-8ebf-efd397c03584.jpg.296x216.jpg
20190504,浦东,川沙,刚需两房 看房随时 房东诚心出售,205万,曙光南桥小区  | 2室1厅 | 55.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/5d9d5850-c465-4d4e-8bc5-b8f8bde83cd9.jpg.296x216.jpg
20190504,浦东,川沙,瀚龙苑 2室2厅 315万,315万,瀚龙苑  | 2室2厅 | 76.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8740f874-f142-426c-8e81-92292278b0a2.jpg.296x216.jpg
20190504,浦东,川沙,稀有户型，业主自住从未出租，望您能一眼相中！,680万,阳光城愉景湾  | 3室2厅 | 111.64平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170703/83f35402-6f36-43b3-bdf3-38ac3bd71a02.jpg.296x216.jpg
20190504,浦东,川沙,钻石苑3房，享受地铁的繁华地段，也安入小区的静谧,435万,钻石苑  | 3室1厅 | 105.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c5f52102-d17f-4543-8fb3-bb72d57a7898.jpg.296x216.jpg
20190504,浦东,川沙,运通路728弄 景观楼层 260万 满五 价格好谈 房东急售,260万,运通路728弄  | 2室2厅 | 77.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170727/31a13ef6-ad57-46cb-920c-1a384f939586.jpg.296x216.jpg
20190504,浦东,川沙,青厦小区 2室2厅 265万,265万,青厦小区  | 2室2厅 | 64.28平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171120/b0a33ae1-89d7-410c-800e-f01205fe32e5.jpg.296x216.jpg
20190504,浦东,川沙,西泥路小区 2室1厅 210万,210万,西泥路小区  | 2室1厅 | 61.84平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171102/8aceea3a-6255-434b-9c75-19c741a55100.jpg.296x216.jpg
20190504,浦东,川沙,见龙苑，品质小区，高层电梯房，满五唯一。,450万,见龙苑  | 3室2厅 | 123平米 | 暂无数据 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180108/cc02c7df-761d-437b-bb16-70792ad9aa68.jpg.296x216.jpg
20190504,浦东,川沙,一楼带天井     交通便捷    配套齐全    采光充足,300万,妙栏路200弄  | 2室1厅 | 70.32平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/dfead420-2a55-4ac1-acf2-05893373e779.jpg.296x216.jpg
20190504,浦东,川沙,精装房格局好，楼层好，视野宽阔，采光充足,365万,王桥苑  | 2室1厅 | 89.81平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161203/5160bbe8-31d2-4bc6-bab5-7d71df138cc9.jpg.296x216.jpg
20190504,浦东,川沙,川沙步行街 03年房子 客厅朝南 有大院子 满2年 税少,460万,界龙新世纪公寓  | 3室2厅 | 131.56平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171126/c242fc3a-cd23-4d24-9c35-3dd7c96fb83d.jpg.296x216.jpg
20190504,浦东,川沙,南市街小区 2室1厅 210万,210万,南市街小区  | 2室1厅 | 57平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170814/d8478e94-5f0d-4cdc-9fe1-5c2d1240d175.jpg.296x216.jpg
20190504,浦东,川沙,阳光城愉景湾 次新高档小区 房东诚意出售 高层景观房,468万,阳光城愉景湾  | 3室2厅 | 91平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170927/256d6a6d-4da9-4478-b21e-58a644cfe27f.jpg.296x216.jpg
20190504,浦东,川沙,明珠商品房3楼采光好诚心出售川沙低于3万单价很少,320万,明珠小区(川沙)  | 3室1厅 | 109平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/da298b9b-b63b-48cd-a386-5525430cf1c6.jpg.296x216.jpg
20190504,浦东,川沙,川杨璟苑，满五唯一，户型正气，适合居住，交通便利,700万,川杨璟苑  | 5室2厅 | 213.04平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/43bc55b2-1a51-4aa9-a011-d51edd120f27.jpg.296x216.jpg
20190504,浦东,川沙,合欢公寓 4室3厅 515万,515万,合欢公寓  | 4室3厅 | 128.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160218/e9b29df1-bb55-4e10-844c-5640a7ae49d3.jpg.296x216.jpg
20190504,浦东,川沙,大复式房 7房，业主着急卖各付税，租客住 看房提前约.,470万,鸿基公寓  | 7室1厅 | 205.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170404/017d7c43-0d59-4023-af65-d769d3146e14.jpg.296x216.jpg
20190504,浦东,川沙,新德路506弄 2室1厅 300万,300万,新德路506弄  | 2室1厅 | 68.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170716/7d9881ed-4bfb-4452-85ae-aac90e343e0a.jpg.296x216.jpg
20190504,浦东,川沙,97年商品房品质靠河景观好诚意出售配套齐全可拎包入住,300万,明珠小区(川沙)  | 2室1厅 | 90.47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171111/9e0187d7-6713-48ad-af2b-cf014413c2c9.jpg.296x216.jpg
20190504,浦东,川沙,观澜，楼层低适合居住，单价低，面积大,390万,新川路300弄  | 4室1厅 | 131.84平米 | 西南 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170818/37f85646-fe70-4ca7-ab28-b0f4a6862a91.jpg.296x216.jpg
