20190504,浦东,陆家嘴,电梯房高区全南全明户型，一手售后公房，满五年唯一,568万,东园一村  | 2室1厅 | 69平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-aa0019ca-33fc-4826-b4ac-be096a43474c.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 2室2厅 1260万,1260万,世茂滨江花园  | 2室2厅 | 135.71平米 | 东南 东北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/08b9fc0a-d083-42a8-abf2-4d98e93c6121.jpg.296x216.jpg
20190504,浦东,陆家嘴,仁恒带花园，整个小区只有这一套，看房方便,1650万,仁恒滨江园  | 3室2厅 | 144.27平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171108/f3fa080d-315e-4845-b153-2677b66b4919.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂高区 江景大两房 无遮挡 有阳台,1580万,世茂滨江花园  | 2室2厅 | 173.47平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/3f787ac5-1bce-4ac1-9fe5-278d3b83806c.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 4室2厅 2699万,2699万,世茂滨江花园  | 4室2厅 | 311.98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/a51648bd-dea7-437b-9240-0074696a5d97.jpg.296x216.jpg
20190504,浦东,陆家嘴,品质楼盘高区江景房，带露台，满五唯一税少，欢迎品鉴,1798万,滨江凯旋门  | 2室2厅 | 129.18平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/bfdabe82-1b74-4b8d-b395-4e2571827f26.jpg.296x216.jpg
20190504,浦东,陆家嘴,满五唯一免个税，业主自己住，朝南复式，对小区安静,2380万,仁恒滨江园  | 4室2厅 | 217.01平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/9c4a053d-97a5-4d5a-a24d-a01e62831dae.jpg.296x216.jpg
20190504,浦东,陆家嘴,电梯2房,干净清爽,温馨舒适,房东诚意卖，税费少，便宜,510万,上船大楼  | 2室1厅 | 68.34平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/9db21c56-7b9c-465b-95bf-813be299a659.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂高区看江无遮挡，产权清晰，业主急售。,2150万,世茂滨江花园  | 3室2厅 | 237平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/846fbfab-163c-4ef6-aff4-8df4efbb3c6d.jpg.296x216.jpg
20190504,浦东,陆家嘴,江临南北通户型，中区采光还可以！主卧朝南装修较好,1300万,江临天下  | 3室2厅 | 129.75平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180110/56f4bd5f-ddcd-415d-b928-3d16b421e413.jpg.296x216.jpg
20190504,浦东,陆家嘴,东明新村 2室0厅 350万,350万,东明新村  | 2室0厅 | 55平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/aa28abab-53fd-46f6-a7de-af8c1fed96fd.jpg.296x216.jpg
20190504,浦东,陆家嘴,东昌新村 急售好房 精装修 朝南户型 投Zi好 步行CBD,355万,东昌新村  | 1室1厅 | 39.66平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/80c16aac-47c2-4314-bf50-9f4418230c23.jpg.296x216.jpg
20190504,浦东,陆家嘴,台湾业主置换售房 诚意出售价格可议 方便看房,880万,世茂滨江花园  | 1室2厅 | 85.07平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161208/23fcfaa7-8876-4a79-ab69-730369606f98.jpg.296x216.jpg
20190504,浦东,陆家嘴,新出边套全明诚意售！满五少税！南北两房！置换卖房！,299万,东南新村(浦东)  | 2室1厅 | 47.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9e894623-baac-4831-bf1c-60f32e4a942c.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，首付百万即可，总价很低，看房方便。,320万,谢家宅小区  | 1室1厅 | 51.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170602/2333fabd-1b47-46a0-bc54-6df95ce2b2d8.jpg.296x216.jpg
20190504,浦东,陆家嘴,圣诞好房世茂南区+满五唯一+刷卡到户+屋况好+拎包入住,2050万,世茂滨江花园  | 3室2厅 | 208平米 | 西北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/d9966cd2-6994-4d55-ad89-dba590a328cb.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园5号楼旺、F户型、房龄新、看花园效果好,2780万,世茂滨江花园  | 4室2厅 | 315.74平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/e7ddc838-3d54-43e6-9e67-d6d0f35a60fc.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 4室2厅 3300万,3300万,世茂滨江花园  | 4室2厅 | 315.85平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/7ba81bb5-9b85-4d9a-af00-6ef1cd5d2135.jpg.296x216.jpg
20190504,浦东,陆家嘴,户型方正采光好，新装修未住过，位置安静,3000万,仁恒滨江园  | 5室3厅 | 273.38平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/6b86cde4-4db9-45db-b7fa-b09771e90703.jpg.296x216.jpg
20190504,浦东,陆家嘴,三期南北通，满五唯一无个税，中区景观好，有车位,1900万,仁恒滨江园  | 4室2厅 | 187.45平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/64ed4fe9-28e2-4bf6-b804-eb3ac35d8dc3.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区景观复式房+带车位+有钥匙,2250万,江临天下  | 5室2厅 | 246.14平米 | 南 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f7c27673-d365-4cba-bac8-0cbcae34c4a9.jpg.296x216.jpg
20190504,浦东,陆家嘴,满五年唯一 高区朝西南 看房提前预约,659万,众鑫大厦  | 3室2厅 | 116平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170224/5d25886f-f81d-4284-b44a-b1da68b8d4ef.jpg.296x216.jpg
20190504,浦东,陆家嘴,随时可看，自住装修，采光好，不临街，视野开阔！,750万,集成大厦  | 2室1厅 | 98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180103/219be75c-3d61-4f40-8014-19d51aad5102.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂中区A户型方正四房，业主移民急卖，带家具车位,2820万,世茂滨江花园  | 4室2厅 | 314.84平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20150611/aaca8cc5-5463-4f9d-a6ee-9e411c867617.jpg.296x216.jpg
20190504,浦东,陆家嘴,５号楼高区看江景大两房，保养好，有车位,看房方便,1600万,世茂滨江花园  | 2室2厅 | 166.89平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/9d114d01-bc7a-4c23-b140-626251f5eed3.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主很诚意卖，世茂很受欢迎的A户型,2700万,世茂滨江花园  | 4室2厅 | 314.98平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/88c4d65e-0451-45cc-83e7-1b5df104fd40.jpg.296x216.jpg
20190504,浦东,陆家嘴,兰园小区 1室1厅 270万,270万,兰园小区  | 1室1厅 | 37.26平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170913/3149a98c-3378-49fa-a624-6d2e9da98b70.jpg.296x216.jpg
20190504,浦东,陆家嘴,财富四房风光妙，布局宽敞保养好，南通北透税费少！,2930万,财富海景花园  | 4室2厅 | 292.12平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/47cc4c59-40ca-4df8-8399-a3a8eaa82474.jpg.296x216.jpg
20190504,浦东,陆家嘴,仁恒滨江园 2室2厅 1100万,1100万,仁恒滨江园  | 2室2厅 | 88.99平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170228/ea7fb9e9-a99f-466d-904a-15c9d7c5950a.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 3室2厅 1850万,1850万,世茂滨江花园  | 3室2厅 | 208平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/64d7078b-4193-47c4-b3bf-64fb5a1a010b.jpg.296x216.jpg
20190504,浦东,陆家嘴,中区楼层采光好，户型房正通风好，诚意出售，看房方便,890万,东园四村  | 3室2厅 | 143.96平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170315/fc22a932-9028-409e-9fb4-5f18ca84b4b2.jpg.296x216.jpg
20190504,浦东,陆家嘴,财富海景顶层观景，满5低税，户型通透，随时看,4260万,财富海景花园  | 4室2厅 | 310.91平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20141106/528fc230-c633-49b7-acbc-924596db3851.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴内环内，面价小，总价低，看房方便！业主诚售,310万,浦城小区  | 1室1厅 | 41.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/09d0d6a9-19de-4f9c-a846-b68893e6e1c7.jpg.296x216.jpg
20190504,浦东,陆家嘴,乳山四村 2室1厅 470万,470万,乳山四村  | 2室1厅 | 61.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170729/aecfe412-ec97-4dc7-8f04-0f6989c7fa9b.jpg.296x216.jpg
20190504,浦东,陆家嘴,安静位置，百万精装，细节精细，业主诚意有产权车位,1550万,浦江茗园  | 3室2厅 | 142平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade3294faa-b5dd-4b0d-984d-39614aac47b7.jpg.296x216.jpg
20190504,浦东,陆家嘴,南北通户型70年产权   小区环境不错 房型正,900万,京城大厦  | 3室2厅 | 141.04平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/8e9acbfc-6230-4157-b70f-968effc7ab34.jpg.296x216.jpg
20190504,浦东,陆家嘴,众鑫大厦 3室2厅 675万,675万,众鑫大厦  | 3室2厅 | 119.65平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0f0388d1-c205-45ef-9d2d-3da4bd781f51.jpg.296x216.jpg
20190504,浦东,陆家嘴,滨江凯旋门正西南户型，采光好，江景赞！业主诚意出售,3060万,滨江凯旋门  | 2室2厅 | 181.75平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/7a813a61-01cd-4efc-98bf-a5b0eaced587.JPG.296x216.jpg
20190504,浦东,陆家嘴,三房朝南，客厅带圆弧可看陆家嘴景观，开发商统一装修,1460万,滨江兰庭  | 3室2厅 | 171平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/3d099c31-0def-4646-a61a-ac7f376a1521.JPG.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 4室2厅 2500万,2500万,世茂滨江花园  | 4室2厅 | 278平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ac31f15b-32d3-46f5-b43d-8d24140fe5c3.JPG.296x216.jpg
20190504,浦东,陆家嘴,崂山五村 2室1厅 420万新上,420万,崂山五村  | 2室1厅 | 60.96平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/54e3679a-877e-45ed-90d1-f4e1ae00ba15.png.280x210.jpg
20190504,浦东,陆家嘴,崂山六村 2室0厅 320万,320万,崂山六村  | 2室0厅 | 44.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171130/a124cdea-e89f-4eea-9934-bc60b4796a93.jpg.296x216.jpg
20190504,浦东,陆家嘴,内环内普通住宅无增值税诚意出售,265万,东明新村  | 1室1厅 | 32.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160730/43c1a171-5ef8-4b85-88d1-5835b43992a8.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴地段，近地铁，低总价，配套成熟,315万,崂山二村  | 2室1厅 | 45.15平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/b89b671c-61f8-491e-81f6-1145dd8bd53f.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区景观一房，低总价，良心推荐,970万,世茂滨江花园  | 1室1厅 | 88.4平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160811/6adcc307-5cb7-43bb-b9c2-0847058e6d8c.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂09年次新房、经典大两房、业主移民急售,1850万,世茂滨江花园  | 2室2厅 | 183.15平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f39ad899-c0aa-46ba-89e9-b0e5890c37f1.jpg.296x216.jpg
20190504,浦东,陆家嘴,一梯一户！板式南北通，主卧面宽5.5米！,1018万,滨江兰庭  | 2室2厅 | 138.93平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170115/97fc9548-27b6-43a7-85f9-5fe9436e8fe3.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂好房型，正对天鹅湖，朝西看江，朝南采光，厨房大,1450万,世茂滨江花园  | 2室2厅 | 129.38平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160828/4d6a1892-b161-420f-9e5c-5340d81d0210.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴烫金地段业主诚意出售  久阳少有3房,970万,久阳滨江公寓  | 3室1厅 | 139.64平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f90da3de-b195-4fc6-8dbc-a25827b17851.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主诚售 价格有空间 看房提前约,2280万,世茂滨江花园  | 4室2厅 | 276.88平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20141021/4f094ce6-cc37-4b65-91d9-ea3d99db5800.jpg.296x216.jpg
20190504,浦东,陆家嘴,瑞苑公寓 2室2厅 1250万,1250万,瑞苑公寓  | 2室2厅 | 150.05平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171108/ac90e4f2-f1eb-4211-877b-5a0440593e4e.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园一村 2室1厅 510万,510万,东园一村  | 2室1厅 | 65.27平米 | 东北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7d74fab5-356d-4463-9e46-f8c060cdb2ea.jpg.296x216.jpg
20190504,浦东,陆家嘴,财富前排高区一线江景房，软装精致业主保养好诚意出售,5000万,财富海景花园  | 3室2厅 | 340平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20151116/7557fb89-3ca0-4d7e-a591-96b493e4f32d.jpg.296x216.jpg
20190504,浦东,陆家嘴,财富花园大四房，软装精致诚意出售,3600万,财富海景花园  | 4室2厅 | 292.12平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ce6f67ef-32e0-4e49-b976-1688fb1e07c2.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂3号楼景观大平层，客厅带阳台，诚意出售,2700万,世茂滨江花园  | 3室2厅 | 339.38平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180124/982ed506-06e0-4359-98f5-26ed840fbdf5.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂中区满五唯一好房 业主自住物况保养好 拎包入住,1280万,世茂滨江花园  | 2室2厅 | 126.39平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/319b8585-c31a-4492-ac22-a38e5da1a8e5.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区55层以上，江景房，装修很好,3500万,世茂滨江花园  | 4室2厅 | 283平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ca2bb33b-fa29-46eb-bfac-c3605ca4a5b9.jpg.296x216.jpg
20190504,浦东,陆家嘴,仁恒滨江园 4室2厅 2349万,2349万,仁恒滨江园  | 4室2厅 | 257.98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171207/9db2407a-8d01-4267-bf80-d6d36e183d66.jpg.296x216.jpg
20190504,浦东,陆家嘴,满五唯一，随时可看，带车位和露台，高区景观好,3500万,瑞苑公寓  | 5室2厅 | 389.47平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160926/5f7d4f10-eb1e-437e-a85c-9bc9b67374b6.jpg.296x216.jpg
20190504,浦东,陆家嘴,三房朝南设计，带车位，满五年，房东已经看好新房急售,1495万,滨江兰庭  | 3室2厅 | 171.72平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/07/080928132206178C09A10A312792F1FA/110124132729B6C0396D0A19EF33DAFC/201304112107494526617.jpg.296x216.jpg
20190504,浦东,陆家嘴,两房都朝南，距离八佰伴只150米，9号线地铁500米！,290万,东南新村(浦东)  | 2室1厅 | 46.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a957aef8-3597-4e82-b32f-40dee19cfbaa.jpg.296x216.jpg
20190504,浦东,陆家嘴,东园一村 3室1厅 800万,800万,东园一村  | 3室1厅 | 84.36平米 | 南 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20151125/0fe12a29-e4a4-45b3-b192-b16425a765aa.jpg.296x216.jpg
20190504,浦东,陆家嘴,高区全南两房，业主来电挂盘，诚意出售，提前约看,598万,东园三村  | 2室2厅 | 83平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/822d479e-7c19-4196-abde-0f3fd4494cc7.jpg.296x216.jpg
20190504,浦东,陆家嘴,陆家嘴CBD+新装修三房+无增值税+诚意卖+随时看房,590万,上船大楼  | 3室1厅 | 78.3平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/1c97db03-a776-4471-8316-5514aab43260.jpg.296x216.jpg
20190504,浦东,陆家嘴,只卖税费各付，随时看。三开间朝南，三面采光价格可谈,1198万,申金大厦  | 4室2厅 | 170.43平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/c19d32c6-124d-465a-922a-4397f87bced7.jpg.296x216.jpg
20190504,浦东,陆家嘴,有钥匙 2楼复式带花园  新鸿基品质 精装带地暖,3395万,滨江凯旋门  | 4室3厅 | 264.71平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20151215/8630f00f-adf1-4c55-93a0-5ca975b44f80.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主上门挂牌、急售、价格可以谈、看房提前一个小时约,560万,陈家宅小区(潍坊西路)  | 2室1厅 | 74.73平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/26142304-8187-4054-ab2c-a6243db18fa4.jpg.296x216.jpg
20190504,浦东,陆家嘴,菊园 2室2厅 880万,880万,菊园  | 2室2厅 | 102平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/5d3b6ecb-b266-4464-8f9a-eff6464a35af.JPG.296x216.jpg
20190504,浦东,陆家嘴,业主急售~五星物业管理~居住人群素质高~近三条地铁,502万,瑞苑公寓  | 1室1厅 | 66.86平米 | 西北 | 精装 | 有电梯,
20190504,浦东,陆家嘴,上船大楼 2室1厅 520万房主自荐,520万,上船大楼  | 2室1厅 | 69.09平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/90dca29a-f90b-44a0-a5e0-37d7a4851482.jpg.296x216.jpg
20190504,浦东,陆家嘴,荣成大厦 3室2厅 950万,950万,荣成大厦  | 3室2厅 | 171.43平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1ab2c3e1-ced8-4cd9-90ac-abccadd3ee45.JPG.296x216.jpg
20190504,浦东,陆家嘴,2号线东昌路 满五唯一 总价低 老业主诚售,165万,招远小区  | 1室0厅 | 19.5平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/06b4c230-b1b0-4a33-98fb-99f67b9920b3.jpg.296x216.jpg
20190504,浦东,陆家嘴,景观比中高区还好，未看过此房，请勿做重大决定丨,3800万,财富海景花园  | 3室2厅 | 337平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/5c04c58a-ae76-4d86-9460-c904cd88ab1e.jpg.296x216.jpg
20190504,浦东,陆家嘴,菊园朝南大三房，业主诚售，看房提前约,1260万,菊园  | 3室2厅 | 142.22平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbaaaf856-bb7f-4c0a-b92f-f468a8494a1b.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江少有1房，业主诚意卖，价格可谈诚意卖！,900万,世茂滨江花园  | 1室2厅 | 88.4平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/e95dc06d-2940-4711-ad7e-93b9aa743f63.jpg.296x216.jpg
20190504,浦东,陆家嘴,业主诚意出售，满五唯一税费少，陆家嘴地段,485万,浦城小区  | 2室1厅 | 64.86平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/751cb019-1a9c-4d7a-b95a-4f9272993bf0.jpg.296x216.jpg
20190504,浦东,陆家嘴,总价低，带院子，适合自住，交通便捷，地理位置优越,270万,乳山五村  | 1室1厅 | 37.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6e8b1854-827c-4436-8c24-dd3a4d1136d5.jpg.296x216.jpg
20190504,浦东,陆家嘴,高品质公寓，近三条地铁，朝南采光好，小区只有一套,650万,瑞苑公寓  | 1室2厅 | 89.91平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/b970c50b-85bc-4d70-a73c-4da2e62cd3c0.jpg.296x216.jpg
20190504,浦东,陆家嘴,财富海景花园 3室2厅 2100万,2100万,财富海景花园  | 3室2厅 | 210.7平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160422/cc40b702-6e2c-4bbf-8aed-cd37545aa21d.jpg.296x216.jpg
