20190504,浦东,金杨,6号线距离200米双南全明通透户型+精装修税费低随时看,318万,金杨新村三街坊  | 2室1厅 | 60.75平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0ba53f21-b7ee-46a2-b12f-fcfce2e45db0.jpg.296x216.jpg
20190504,浦东,金杨,非顶楼、格局方正，朝南楼层好、视野开阔、采光充足,215万,金杨新村十街坊  | 1室1厅 | 41.71平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-046bbb49-9ac4-4899-b831-658bf7de47b5.jpg.296x216.jpg
20190504,浦东,金杨,地铁口步行1000米+一梯二户南北正户型+产权清晰诚售,450万,金杨路750弄  | 2室2厅 | 79.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9409602a-9f7b-49e1-95be-b1803681f1fe.jpg.296x216.jpg
20190504,浦东,金杨,金台三居 3室2厅 580万,580万,金台三居  | 3室2厅 | 119.17平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5f169c50-074e-46bb-a117-4a878d6bfc0b.jpg.296x216.jpg
20190504,浦东,金杨,仁和花苑 2室2厅 688万,688万,仁和花苑  | 2室2厅 | 119.97平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8365517c-95a1-4c75-978c-0ecc58984f62.jpg.296x216.jpg
20190504,浦东,金杨,诚意出售，品质小区，精装修，看房方便，采光好,355万,金杨路750弄  | 2室1厅 | 61.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-43e43ee6-01a9-4fad-83b4-227fe3dad3cb.jpg.296x216.jpg
20190504,浦东,金杨,新鲜上架，一梯两户，可改两房，必卖房源！！,270万,香山新村西北街坊  | 1室1厅 | 52.61平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-791c0c27-02ae-4e11-9a73-6b8c70b40710.jpg.296x216.jpg
20190504,浦东,金杨,舒适五楼，采光全明，单价低，房东诚意出售,238万,罗山三村  | 1室1厅 | 52.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-62c11d50-f464-482e-b97f-f25c9c873be9.jpg.296x216.jpg
20190504,浦东,金杨,金台三居 2室1厅 270万,270万,金台三居  | 2室1厅 | 54.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5e0ba3be-c03f-4ac9-bf94-23971696d00c.jpg.296x216.jpg
20190504,浦东,金杨,香山新村东北街坊 房东诚意 出售 采光明媚,228万,香山新村东北街坊  | 1室1厅 | 45.11平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f025be7b-8b91-4d97-afdb-7235e5e8ee71.jpg.296x216.jpg
20190504,浦东,金杨,采光好，可改双南，视野开阔，婚装两年，交通方便,530万,龙居苑  | 1室1厅 | 70平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-4b4d0e8a-c7af-42d8-a7eb-6b95bdce4523.jpg.296x216.jpg
20190504,浦东,金杨,东方广场 3室2厅 1020万,1020万,东方广场  | 3室2厅 | 134.96平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a8e69fec-cad2-4ed5-bbac-f6c42205dfc6.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村八街坊 2室1厅 420万,420万,金杨新村八街坊  | 2室1厅 | 80.24平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-edb79d35-3c23-4378-a92e-566449c44b50.jpg.296x216.jpg
20190504,浦东,金杨,小区中间位置+三楼位置+一梯两户+精装修一年,410万,金杨新村九街坊  | 3室1厅 | 72.97平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9cfb86fe-f328-4210-8b66-e6a273019707.jpg.296x216.jpg
20190504,浦东,金杨,金茂花园 2室2厅 618万,618万,金茂花园  | 2室2厅 | 100.42平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-20c3de16-b653-4a1f-9109-6243da8af486.jpg.296x216.jpg
20190504,浦东,金杨,地铁6号线两房 ，带天井，出租中,300万,罗山五村  | 2室1厅 | 57.01平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-af80309b-caa1-40eb-96bb-3a13a8a2a40b.jpg.296x216.jpg
20190504,浦东,金杨,香山新村东北街坊 1室1厅 240万,240万,香山新村东北街坊  | 1室1厅 | 46.03平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6a98ff3f-487c-48ac-9a97-a31158c1362e.jpg.296x216.jpg
20190504,浦东,金杨,金茂花园 2室2厅 530万,530万,金茂花园  | 2室2厅 | 93.98平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-a3214eab-5b71-4e94-9c55-0bbad896665b.png.296x216.jpg
20190504,浦东,金杨,精装修带天井 单价低 小区中间 诚心出售 看房方便,286万,香山新村东南街坊  | 2室1厅 | 51.66平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3de7e468-b7cd-4be4-828f-7754e8204525.jpg.296x216.jpg
20190504,浦东,金杨,{6+14双轨地铁}边套全明，一梯三户，满五唯一无个税,242万,罗山三村  | 1室1厅 | 49.65平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a63a73dc-944f-4edc-bede-335de97a82d2.png.296x216.jpg
20190504,浦东,金杨,香山新村西南街坊 2室1厅 280万,280万,香山新村西南街坊  | 2室1厅 | 51.03平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-99509f5d-5345-4115-ab80-97626b5ad85e.jpg.296x216.jpg
20190504,浦东,金杨,黄山新村 正气大一房 自住装修 边套全明户型,490万,黄山新村  | 1室1厅 | 50.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-11195265-edb3-4587-b98f-6d91e0b4abcc.jpg.296x216.jpg
20190504,浦东,金杨,自住装修 地铁口小区 双南户型 诚意出售,345万,金杨一街坊  | 2室1厅 | 67.01平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-003256ec-97d5-4832-98eb-419305294f94.png.296x216.jpg
20190504,浦东,金杨,满五年+楼层好+位置佳+一南一北通透格局+全明户型,650万,黄山始信苑  | 2室2厅 | 80.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f0cbd479-f93a-438f-a249-3c26a1556b95.png.296x216.jpg
20190504,浦东,金杨,小两房，大品质！全明户型，中间楼层，房东自住装修！,308万,罗山六村  | 2室1厅 | 54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-bea86894-bf12-455e-bc9e-4a37c9d4cab1.png.296x216.jpg
20190504,浦东,金杨,金杨新村三街坊 1室1厅 200万,200万,金杨新村三街坊  | 1室1厅 | 43.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c06ef35c-0d72-446f-ae5b-c45087a4f401.jpg.296x216.jpg
20190504,浦东,金杨,香山新村~低楼层，南北两房一厅，业主诚意出售,252万,香山新村东南街坊  | 2室1厅 | 51.66平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3aa1488d-d7ea-4853-abe6-c763696df201.jpg.296x216.jpg
20190504,浦东,金杨,一梯两户，边户房源！非顶楼，一年前精装修！,255万,金杨二街坊  | 1室1厅 | 43.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d03b5d7a-d568-4944-a401-871520264bd1.jpg.296x216.jpg
20190504,浦东,金杨,金杨一街坊，双南俩房，明亮户型。看房子方便,315万,金杨一街坊  | 2室1厅 | 62.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f70b502f-c696-422a-b793-7fab55bd4767.png.296x216.jpg
20190504,浦东,金杨,金杨新村三街坊 1室1厅 245万,245万,金杨新村三街坊  | 1室1厅 | 42.23平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1d3aa6ef-19dc-4eb3-95c4-cddf4ba848a4.png.296x216.jpg
20190504,浦东,金杨,中环内，电梯改三房，交通方便。,355万,仙都绿苑  | 2室1厅 | 73.58平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-fc8f11a7-2bda-4ea5-8cde-79e23af8d4a8.jpg.296x216.jpg
20190504,浦东,金杨,一手动迁，产证满五年，一梯两户，朝南全明一房。,210万,金杨新村三街坊  | 1室1厅 | 42.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-da8e45b0-4de5-441e-a327-894f62ff7563.jpg.296x216.jpg
20190504,浦东,金杨,近9号6号以及14号，小户型总价低，业主诚意出售,230万,金杨七街坊  | 1室1厅 | 47.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1be7939a-cc60-4356-9b0d-44d16ce4581f.jpg.296x216.jpg
20190504,浦东,金杨,金樟花苑 1室1厅 365万,365万,金樟花苑  | 1室1厅 | 51.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-761914e2-33f8-4d9b-8554-5c7a3f8466a8.jpg.296x216.jpg
20190504,浦东,金杨,金杨五街坊，近地铁六号线和九号线，交通便利,230万,金杨新村五街坊  | 1室1厅 | 48.57平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9521fff6-bd53-4f34-ba5d-4f610a4a17d2.jpg.296x216.jpg
20190504,浦东,金杨,香山新村东北街坊 1室1厅 255万,255万,香山新村东北街坊  | 1室1厅 | 44.45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ab5b869b-1d12-425e-832d-5a486809e906.jpg.296x216.jpg
20190504,浦东,金杨,罗山四村 1室1厅 225万,225万,罗山四村  | 1室1厅 | 41.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-81823ad5-2aa5-4eef-82a8-4e3a37ae9770.png.296x216.jpg
20190504,浦东,金杨,9号线 一梯2户 婚房精装 满五年位置安静,335万,金杨新村四街坊  | 1室1厅 | 54.37平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-e0fad742-2b43-499a-8f9b-89acbf7de7e4.png.296x216.jpg
20190504,浦东,金杨,直套一房 2楼 看房方便 我是此房维护人，业主诚意出售,260万,金杨新村五街坊  | 1室1厅 | 46.39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-01b3eece-3495-4c5b-9347-5311ad555d1c.png.296x216.jpg
20190504,浦东,金杨,户型正气，金桥国际商圈，店长推荐点击查看，不要后悔,330万,金杨新村九街坊  | 2室1厅 | 56.05平米 | 西南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-23b23140-f267-4b8d-adb2-cb7f70f7b2fa.png.296x216.jpg
20190504,浦东,金杨,满五年 精装修 3楼层 看房随时 户型正气 小户型,260万,金杨新村五街坊  | 1室1厅 | 48.67平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8ea98c64-f4ab-408d-8caa-94714717e0fe.png.296x216.jpg
20190504,浦东,金杨,总价低，动迁房，户型方正，5楼，中间位置，近地铁房主自荐,270万,罗山八村  | 1室1厅 | 42.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-76869b96-e752-41a2-a75a-66b28c0606c5.png.296x216.jpg
20190504,浦东,金杨,香山新村东北街坊 1室1厅 245万,245万,香山新村东北街坊  | 1室1厅 | 46.06平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9fd5c387-ecea-49fb-a738-bb87e812d1dd.png.296x216.jpg
20190504,浦东,金杨,金杨五街坊 精装修 满五唯一 看房基本上方便 诚意出售,250万,金杨新村五街坊  | 1室1厅 | 48.83平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a9641060-0982-4d8f-9695-b6af43b3ccaf.png.296x216.jpg
20190504,浦东,金杨,低总价电梯一房，可以随时看房子,240万,仙都绿苑  | 1室1厅 | 54.61平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-84520228-2d83-4117-abe5-fca5b6f0fc58.jpg.296x216.jpg
20190504,浦东,金杨,楼层好，此房满两年，近地铁六号线和九号线，交通便利,240万,金杨新村五街坊  | 1室1厅 | 48.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7d190982-e9be-499d-af02-7204ad127106.jpg.296x216.jpg
20190504,浦东,金杨,正气大一房+满五免增值税+采光足+单价低+业主诚心卖！,182万,寺前浜  | 1室1厅 | 44.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1221253a-71a0-42c7-9c0f-daf4df8920ef.jpg.296x216.jpg
20190504,浦东,金杨,此房一手动迁，满五年不唯一，税费低，适合刚需人群,363万,寺前浜  | 2室2厅 | 66.56平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b52d2686-d0ac-4fd9-a37b-20a866f8287a.png.296x216.jpg
20190504,浦东,金杨,仁和花苑 1室2厅 515万,515万,仁和花苑  | 1室2厅 | 79平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-1c846ab5-8bc0-4e88-a6e9-742dfbe129ec.png.296x216.jpg
20190504,浦东,金杨,金杨七街坊 2室1厅 300万,300万,金杨七街坊  | 2室1厅 | 55.48平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d2b34720-e461-49fc-9678-febb644b1680.jpg.296x216.jpg
20190504,浦东,金杨,金杨三街坊+户型方正+一梯两户+不靠马路+近地铁,220万,金杨新村三街坊  | 1室1厅 | 42.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-988dfd8b-8f22-45bb-b3b4-1a224e4627bc.jpg.296x216.jpg
20190504,浦东,金杨,寺前浜 1室1厅 179万,179万,寺前浜  | 1室1厅 | 37.51平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-766231ce-3bb0-4b50-901e-ac14e805e67d.jpg.296x216.jpg
20190504,浦东,金杨,精装修、3条地铁、赶快抽空过来看一下呗,255万,金杨新村五街坊  | 1室1厅 | 46.91平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c55399fe-b7fc-4427-b5e8-7054a7ba97e5.jpg.296x216.jpg
20190504,浦东,金杨,房东诚心卖，产权清晰，得房率高，可改空间大,300万,金杨新村四街坊  | 1室1厅 | 45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-479f759e-db34-41f4-a10b-2a5a609fee09.jpg.296x216.jpg
20190504,浦东,金杨,可改2房、3条地铁、赶快抽空过来看一下呗、中环内好房,240万,金杨新村五街坊  | 1室1厅 | 48.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bb8b82d6-c1c7-4bfe-aaf7-96bb2ad5dd37.jpg.296x216.jpg
20190504,浦东,金杨,中区5楼，一梯两户，南北通透，近地铁6号线云山路站房主自荐,237万,金杨新村三街坊  | 1室1厅 | 43.13平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9f4b2c1b-4b4c-4ac4-8bf9-83b6d0b3fea0.jpg.296x216.jpg
20190504,浦东,金杨,黄山新村 1室1厅 470万,470万,黄山新村  | 1室1厅 | 45.42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-df207046-2495-4c62-8c6d-5863917e6d4f.jpg.296x216.jpg
20190504,浦东,金杨,南向方正一房，不靠路，看房方便，业主诚意出售,233万,金杨新村九街坊  | 1室1厅 | 41.04平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6943bdf6-8ce5-4c7e-9a7b-528bbdcf0a20.jpg.296x216.jpg
20190504,浦东,金杨,精装一房、地铁口100米、房型正气、价格可谈 拎包入住,275万,桥畔小区  | 1室1厅 | 52.27平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5bae38dc-c290-4c58-bcfd-a04cf824dc26.jpg.296x216.jpg
20190504,浦东,金杨,2楼 好楼层 满五年 看房方便 价格可谈 出行方便,260万,金杨新村五街坊  | 1室1厅 | 48.73平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7862e092-14aa-4012-8697-62602a6675d5.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村三街坊 2室1厅 318万新上,318万,金杨新村三街坊  | 2室1厅 | 58.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1b96c64f-9244-4c8c-bee4-45329cabed17.jpg.296x216.jpg
20190504,浦东,金杨,一梯四户，总价低，小区央座，满五年唯一，近地铁,265万,金杨新村四街坊  | 1室1厅 | 36.92平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1c8daddb-ce96-4511-9fbf-71b8d569d068.jpg.296x216.jpg
20190504,浦东,金杨,三楼采光好 单价低 总价低 随时看房 价格可谈,180万,金台三居  | 1室1厅 | 36.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d35e2947-62b0-49da-9caa-7ce4e9d2babf.png.296x216.jpg
20190504,浦东,金杨,电梯房，居家装修，诚心出售的，随时可以看房子。,205万,仙都绿苑  | 1室1厅 | 44.48平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-91dc450a-3ca1-495a-9c29-939ecc0c4ede.jpg.296x216.jpg
20190504,浦东,金杨,电梯房，居家精装修，满五不唯一，看房方便,225万,仙都绿苑  | 1室1厅 | 44.73平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-088e7034-9eeb-40c5-a452-5b6d04243a1e.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村九街坊 1室1厅 195万,195万,金杨新村九街坊  | 1室1厅 | 29.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1863071d-622c-4787-bfc8-9bf427ad4c18.jpg.296x216.jpg
20190504,浦东,金杨,满五唯一+中间楼层+精装一房可改两室+楼层好,240万,金杨新村五街坊  | 1室1厅 | 48.67平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c8a6fc93-636e-4fc6-8ecd-dcc514f56ff1.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村九街坊 1室0厅 190万,190万,金杨新村九街坊  | 1室0厅 | 29.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f7b9b5e2-1be7-4475-a9a6-42b530c9c363.jpg.296x216.jpg
20190504,浦东,金杨,电梯房朝南，满五唯一，精装修，诚意出售,450万,金樟花苑  | 1室2厅 | 76.04平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1e8da4a9-8897-416d-a5bc-72b67b2f016b.jpg.296x216.jpg
20190504,浦东,金杨,金台三居 2室2厅 300万,300万,金台三居  | 2室2厅 | 72.26平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1e34e713-59aa-4acf-a986-55b326b101ee.jpg.296x216.jpg
20190504,浦东,金杨,金杨二街坊 3室2厅 470万新上,470万,金杨二街坊  | 3室2厅 | 75.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cc0bc61d-5f85-4fdb-bd7e-d188de92edc9.jpg.296x216.jpg
20190504,浦东,金杨,新出三楼！獨家委托！看房方便！链家网咨询维护人！新上,570万,黄山始信苑  | 2室1厅 | 69.64平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1e5a7e9a-7195-4100-84ec-baedb76696ba.png.296x216.jpg
20190504,浦东,金杨,香山新村东南街坊 2室1厅 285万新上,285万,香山新村东南街坊  | 2室1厅 | 51.66平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8beabb6b-7a31-4e1f-9991-53a03a24be36.jpg.296x216.jpg
20190504,浦东,金杨,27楼江景房，满五唯一，拎包入住,215万,仙都绿苑  | 1室1厅 | 44.48平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160618/3eb53cf1-81b5-4fbd-a92e-3a3052333561.jpg.296x216.jpg
20190504,浦东,金杨,一手动迁，满五唯一，看房方便，花园位置,750万,广洋苑  | 3室2厅 | 85.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161217/3cab5166-5fe1-4c69-a410-cd80ef2a8393.jpg.296x216.jpg
20190504,浦东,金杨,南北两房 楼层好 看房方便 诚意出售,325万,金杨新村五街坊  | 2室1厅 | 57.11平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171126/60de9906-5c3b-4d6f-9730-d1a2e6206424.jpg.296x216.jpg
20190504,浦东,金杨,南北全明，满五唯一，诚意出售，看房方便,580万,黄山始信苑  | 2室1厅 | 76.22平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161130/b4ee4a3d-b601-4e46-b2d2-8712727d81cf.jpg.296x216.jpg
